119,Запугивание,Intimidation,6,1,"Воля-5, Артистизм-3",,"Это умение убедить в чем-то кого-либо путем запугивания. Смысл его состоит в том, чтобы заставить жертву поверить, что вы можете и хотите, а возможно, даже стремитесь сделать с ней что-то очень нехорошее. умение запугивать может заменить бросок реакции в любой ситуации (см. Броски влияния, с.359). Вы не можете запугать Невозмутимых!
Успешный бросок Запугивания дает Хорошую (но обычно не Дружественную) реакцию, проваленная - Плохую. При критическом успехе жертва должна сделать бросок Страха с -10!
Точный результат успешного броска зависит от объекта воздействия. Честный гражданин, вероятно, будет сотрудничать, злясь или напустив на себя фальшивую радость. Бомж может вылизывать ваши ботинки (и даже стать искренне лояльным). А какой-нибудь крепкий качок может не испугаться, а заявить «Ты парень что надо!». Это решает и отыгрывает Мастер. Критический успех вашего броска или критический провал Воли жертвы означает, что кроме обычных результатов провала, она должна сделать еще и бросок Страха!
Запугивание группы: вы можете пытаться запугать до 25 людей сразу, со штрафом -1 за каждые 5 людей (и долю этого числа). Множество «пугателей» может запугивать пропорционально больше людей; например, три бандита могут запугать до 75 человек сразу! Штраф за количество людей делится на количество запугивающих. Состязание проводится по высшим умениям Запугивания против высшего значения Воли в группе.
Особое запугивание: если игрок выполнит броски и Запугивания, и Заговаривания зубов, и хорошо все это отыграет, то он способен запугать кого-то, даже если ему нечем подкрепить свои слова. Это единственный способ запугать некоторых людей (Мастеров боевых искусств, правителей мира, агрессивных пьяниц). Успех при обоих броска дает Очень Хорошую реакцию. Успех в одном и провал в другом дает Слабую реакцию. Провал обоих - Очень Плохую."," +1..+4 за демонстрацию силы и кровожадности, или сверхъестественные возможности (на усмотрение Мастера), при этом еще +1 за Безжалостность (с.125). +3 за Уродливую, +4 за Монструозную или Ужасающую внешность (с.21). -1..-4 за Застенчивость (с.154), -1 за наличие недостатка Непонимающий (с.146). 
Уровень Бесстрашия (с.55) соответственно модифицирует ваш бросок умения. Мастер может назначить премию +1 за умный или пугающий диалог, но может дать и минусы, если подход нескладный или несоответствующий. Просьбы о помощи дают не меньше -3 штрафа.",0
120,Искусство невидимости,Invisibility Art,2,3,нет,"Ученик Мастера, и Гипноз плюс Скрытность на уровне 14+.","Это невероятное умение, часто придаваемое ниндзя и другим Мастерам боевых искусств, дающее способность оставаться незамеченным, даже открыто стоя в поле зрения. Для активации требуется одна секунда концентрации. После этого, делается быстрое состязание по вашему Искусству Невидимости против броска Зрения для каждого персонажа, способного вас увидеть.
Наблюдатели должны получать штрафы за темноту к своему броску Зрения. Отвлеченный или занятый чем-то другим получает дополнительный штраф -3; намеренно осматривающий область – получает +3. Если кто-то заметил вас и поднял тревогу, показывая на вас – все, кто поверил, получают +3 на следующий бросок.
Если вы побеждаете в состязании, данная персона не может видеть вас в течение одной секунды, иначе – видит вас как обычно. С момента, как кто-то вас заметил, он не подвержен действию этого умения, до тех пор, пока вы какимлибо образом не покинете его поле зрения (возможно, просто шагнув в затененный угол), после чего вы можете попытаться скрыться снова.
Это умение вообще не действует в бою. В частности, если вы когото атакуете, то немедленно становитесь видимыми для всех!"," +3, если вы используете дымовую или световую гранату перед броском (кажется, что вы исчезли в клубе дыма). Ваше движение также модифицирует ваш бросок умения: если вы спокойно стоите (Движение 0) – не получаете штрафов; -1, если вы медленно крадетесь (движение 1), -2, если вы быстро идете (Движение 2), или -5, если бежите (Движение 3 и больше). Если вы стоите совершенно неподвижно (требует броска Контроля дыхания или Медитации), то получаете +1.",0
121,Ювелир/ТУ,Jeweler,2,2,"ИН-6, Кузнец (Медь или Олово и свинец)-4",,"Это способность работать с драгоценным металлами всех видов, изготовлять драгоценности, инкрустировать оружие и так далее. Ювелир может распознать любой драгоценный металл или определить стоимость любой драгоценности, сделав бросок умения.",,0
122,Дзюдо,Judo,1,2, нет,,"Это умение отражает общее умение проводить голыми руками броски и захваты, а не специфическую школу рукопашного боя.
Используя дзюдо, вы можете парировать дважды в ход каждой рукой так, как если бы это было оружие, бросок парирования равен (Дзюдо/2)+3. Кроме того, при парировании во время отступления вы получаете дополнительную премию (см. Отступление, с.377). вы не получаете штрафа -3 за парирование оружия голыми руками – это уменьшает ваши шансы получить ранение в бою с вооруженным врагом (см. Парирование голыми руками, с.376).
В следующий ход после успешного парирования умением Дзюдо, вы можете попытаться бросить противника, если он находится в соседней клетке. Это считается как атака, и требует броска умения (если вы используете тотальную атаку, вы не можете сделать две попытки, но можете сделать одну с +4). Ваш враг может использовать любую активную защиту. Если он ее проваливает, то вы бросаете противника!
Когда вы бросаете противника, то он падает, куда вы захотите: в любые две смежные с вами клетки. Одной из этих двух клеток должна быть его, ваша или любая смежная с одной из них. Противник должен сделать бросок ЗД; провал означает, что он оглушен! Если вы бросаете его в кого-то еще, то этот человек должен сделать бросок СЛ+3 или ЛВ+3 (что лучше), чтобы избежать сбивания с ног. 
Кроме того, вы можете использовать свое умение Дзюдо вместо ЛВ при любом броске ЛВ, сделанном в ходе Боя вплотную, кроме бросков для поднятия оружия или бросания щита. Если вы хватаете врага, используя Дзюдо, и он провалил попытку освобождения – вы можете бросить его на следующий ход, как будто успешно парировали атаку.
Чтобы использовать умение Дзюдо, ваши руки должны быть свободными. Поскольку дзюдо сильно зависит от подвижности, вы получаете штраф, равный вашему уровню нагрузки.",,0
123,Прыжки,Jumping,1,0,нет,,"Отражает тренировку в прыжках. Попытка сложного прыжка – бросок против высшего значения из Прыжков или ЛВ. Кроме того, вы можете использовать половину значения умения Прыжков вместо Базового движения для расчета дальности прыжка – так, если вы знаете умение Прыжки на уровне 14, то прыгаете так, как если бы ваше базовое движение было равно 7. См. Прыжки, с.352.",,0
124,Каратэ,Karate,1,2,нет,,"Это умение представляет общее умение натренированно бить рукой и ногой, а не специфическую школу рукопашного боя. Делайте бросок Каратэ для попадания рукой (без -4 за использование левой руки), или Каратэ-2 для попадания ногой. Вы не можете использовать Каратэ для использования природного оружия – для этого используется Драка (с.182), но вы можете использовать некоторые особые приемы (см.  Особые техники безоружного боя, с.403).
При использовании для нападения, Каратэ увеличивает количество повреждений, наносимых вашим ударом без оружия. Если вы тренированы на уровне ЛВ, ваше базовое прямое повреждение увеличивается на +1 за кубик, при знании на уровне ЛВ+1 – на +2 за кубик. Это изменение повреждений записывается отдельно на листе персонажа.
Вы можете парировать дважды за ход, по одному разу каждой рукой так, как если бы это было оружие, используя (умение/2)+3 
в качестве защиты парированием. Если вы парируете оружие, парирование делается без штрафа -3, и вы получаете улучшенную премию к парированию, если парируете при отступлении (см. Отступление, с.377). Подробные правила по парированию голыми руками вы можете найти на с.376.
Руки, которые вы используете, должны быть свободны (хотя вы можете использовать тяжелые перчатки и кастеты). Поскольку в этом умении важна свобода движений -  нагрузка дает штраф на все атаки и попытки парирования с использованием Каратэ, равный уровню нагрузки.",,0
125,Киай,Kiai,3,2, нет,"Ученик Мастера, Мастер оружия","Вы можете выбрасывать Ки мощным криком, который заставляет врагов замереть на месте. Это считается за атаку, и стоит 1 ЕУ за попытку, независимо от успешности.
Используется быстрое состязание – умение Киай против Воли жертвы, с -1 за каждые два полных ярда дистанции до цели. Тугоухие сопротивляются с +1, глухие – с +2. В случае победы, жертва считается ментально оглушенной (Эффекты оглушения, с.420). Работает одновременно только против одного врага – услышать крик могут все, но ваша Ки сфокусирована на одном. Однако, успешный бросок умения дает вам +2 на броски Допроса против всех услышавших.",,0
126,Вязание узлов,Knot-Tying,1,0,"ЛВ-4, Лазание-4, Моряк-4",,"Способность быстро и качественно вязать хорошие узлы. Успешный бросок умения позволит сделать петлю, связать кого-либо и пр. Связанный этим умением, должен победить в состязании, чтобы вырваться."," +1 за уровень преимущества Высокая ловкость рук (с.59), -3 за уровень Неуклюжих рук (с.138).",0
127,Пика,Lance,1,2,"Копье-3, ЛВ-6",Верховая езда,"Способность использовать пику – оружие, похожее на копье 12 или более футов в длину, используемое верхом. Это умение не относится к контактному оружию (с.208). В сражении на пиках обычное парирование не используется; человек, держащий пику, должен Блокировать или Уклоняться от вражеских ударов.",,0
128,Лассо,Lasso,1,1, нет,,Это умение бросать лассо или аркан. Оно используется в основном для ловли животных. Подробные правила можно найти в параграфе Особые виды метательного оружия (с.410).,,0
129,Право ,Law,2,2,ИН-6,,"Отражает знания законов и юриспруденции. Успешный бросок позволит вам вспомнить, вывести или выяснить ответ на вопрос, касающийся права. Но помните, что немногие юридические вопросы имеют четкий ответ - даже совет эксперта будет уклончивым. Специализации необходима. Существует два типа специализаций: ● Определенный регион и область науки (канадская конституция, британское уголовное, договорное США) ● Определенная область науки, не привязанная к региону (католические обычаи, международное право) Специализации в одном регионе – Право (Британское уголовное) и Право (Британское полицейское) – или области – Право (Британское уголовное) и Право (французское уголовное) отно-
сятся друг к другу с -4, при различии и по региону и области штраф будет -6 и хуже.
В некоторых мирах и временах, быстрое состязание по Праву (уголовному) между защитой и обвинением зачастую определяет исход суда. В других, Право используется в качестве умения влияния (с.359) для воздействия на судью.
Служители закона почти всегда имеют 1-2 очка в умении Право (полиция) – отражает знания «правильной процедуры» ареста, обыска, допроса и пр.",,1
130,Лидерство,Leadership,2,1,ИН-5,,"Это способность управлять действиями группы в стрессовой или боевой ситуации (Игровые персонажи могут сами решить, следовать ли вашим приказам!) Вы можете попытаться взять на себя управление в бою, если тратите свой ход только на раздачу приказов и подбадривание. При успешном броске, все ваши союзники (включая ИП), получают +1 на все броски Страха и боевого духа, а также броски самоконтроля для недостатков, ограничивающие боевую эффективность (Кровожадность, Неистовство, Трусость и т.п.). Критический успех даст премию +2. Премия длится до вашего следующего хода, после чего вы можете попытаться бросить Лидерство снова. Однако в группе может быть только один лидер! Если несколько человек пытаются сделать бросок Лидерства, премии не получает никто!
Обратите внимание, что минимальный уровень Лидерства зачастую является требованием для получения высокого Звания (c.29).","премия за Харизму (с.41), -3 за Нечувствительность (c.142), от -1 до -4 за Застенчивость (с.142). -5, если НИП никогда не действовали совместно с вами; -5, если вы подвергаете их опасности, которой сами избегаете; +5, если их лояльность к вам «Хорошая»; +10, если их лояльность «Очень хорошая». Если их лояльность «Отличная», то броска вообще не требуется! ",0
131,Кожевник,Leatherworking,1,0,ЛВ-4,,"Это способность работать с кожей для изготовления поясов, седел, брони и т.д. Кожевник может создавать новые товары и ремонтировать старые. Сделав бросок умения, он может также определить стоимость изделий из кожи. Для создания более декоративных, чем практичных предметов, делается бросок, основанный на ИН.","за снаряжение (с.345), +1 за уровень ловкости рук (c.59), или -3 за Неуклюжие руки (с.138)",0
132,Тяжелая атлетика,Lifting,3,1,нет,,"Тренировка в использовании силы для поднятия тяжестей. Для каждого поднятия – новый бросок. В случае успеха Базовый груз (БГ) увеличивается на 5% за каждое очко успешности. Не влияет на наносимый вред, уровни нагрузки (с.353).",,0
133,Лёгкий шаг,Light Walk,1,2,нет,"ученик Мастера, Акробатика и Скрытность на уровне 14+","Это умение позволяет вам оказывать крайне малое давление на поверхность при ходьбе. При успешном броске умения вы не оставляете никаких видимых следов. Если преследователи ориентируются только на зрение, его бросок Следопыта немедленно будет провален; так, человек будет в замешательстве, но ищейка не получит вообще никакого штрафа.
Вы также можете попытаться пройти по хрупким и неустойчивым поверхностям, не упав. Максимальная скорость в таких обстоятельствах – 1/3 от нормальной (на усмотрение Мастера). Тонкий лед не наложит никаких штрафов на Лёгкий шаг, а лист рисовой бумаги потребует броска с -8!
Наконец, успешный бросок Легкого шага даст вам премию к Скрытности, когда вы пытаетесь двигаться тихо. Эта премия равна половине успешности броска (округляется вниз), но минимум +1.",,0
134,Лингвистика,Linguistics,2,2,нет,,"Это наука о принципах построения языка. Лингвист может определить непонятный язык по короткому речевому или письменному отрывку, если выполнит бросок умения. Если вы облаете этим умением, то при изучении новых языков без учителя, вы каждый месяц можете кидать это умение, и в случае успеха обучаться с полной скоростью, а не с 1/4 от обычной (см. Изучение языков, с.25). ",,0
135,Чтение по губам,Lip Reading,6,1,Восприятие-10,,"Это способность видеть, что говорят другие. Вы должны находиться не дальше 20 футов либо использовать магию или бинокль, чтобы было видно как с такого расстояния. Каждый успешный бросок позволит вам разобрать одно предложение из разговора – если, конечно, вы знаете этот язык. Если человек подозревает, что вы способны читать по губам, то он может прикрыть рот или слабо артикулировать, делая чтение по губам невозможным. Критический провал при броске Чтения по губам – если наблюдаемый мог вас видеть – означает, что вы так открыто уставились, что были замечены!",все модификаторы за Зрение (с.358).,0
136,Распылители/ТУ,Liquid Projector,1,0,ЛВ-4,,"Это способность использовать оружие, выпускающую струю жидкости или газа. Бросок умения необходим, чтобы попасть в цель. Для выполнения немедленного действия, чтобы избежать поломки оружия (например, заткнуть течь) бросается это же умение, но основанный на ИН.
Вы должны специализироваться на типе оружия. Эти специализации относятся друг к другу с -4. Оружие каждой специализации различается по ТУ, например Распылитель: огнемёт имеет в виду Огнеметатель с греческим огнём на ТУ 4, а на ТУ 6 это ранцевый огнемёт.","все подходящие модификаторы дальнего боя. -2, если вы используете тяжелое оружие как переносное, -2 за незнание указанного типа, -4 за плохое состояние оружия.",1
137,Литература,Literature,2,2,ИН-6,,"Эта наука изучает великие памятники письменности. Студент-литературовед будет знаком со старинной поэзией, пыльными томами классики, с философией, критикой и т.д. Она может быть полезной при поиске упоминаний о тайных сокровищах, затонувших землях, Вещах, о которых человек не должен знать и другой подобной информации. Текст должен быть доступен на знакомом вам языке. ","-5, если вы неграмотны (см. Грамотность, с.24) – в этом случае вы изучаете устный фольклор.",0
138,Взлом/ТУ,Lockpicking,2,2,ИН-5,,"Это способность отпирать замки, не располагая ключом или кодом. 
Каждая попытка открыть замок требует одной минуты; если вы выполнили бросок и открыли замок, то каждое очко, на которое вы преуспели, уменьшает потраченное время на пять секунд. 
(Подвал, сейф или иной сложный замок может потребовать больше времени по решению Мастера.) Обратите внимание, что если замок снабжен ловушкой или сигнализацией, то требуется отдельный бросок против Ловушки, чтобы обойти ее. ","модификаторы за снаряжение (с.345); -5 за темноту (работа на ощупь); Информация о внутреннем устройстве замка дает премию на усмотрение Мастера. Также применяются модификаторы за ловкость рук (Высокая ловкость рук, с.59, Неуклюжие руки, с.138), если Мастер требует броска, основанного на ЛВ.",0
139,Слесарь/ТУ,Machinist,2,1,"ИН-5, Механика (любая) -5",,"Это умение создания и модификации механических частей и инструментов. Успешный бросок умения позволит вам создать запчасть, инструмент для использования с другим умением (например, Оружейник или Взлом), или изменить любое простое механическое устройство, не попадающее под другие умения. Мастер может потребовать от изобретателя несколько бросков умению, прежде чем тот сможет бросить Инженерию для сборки устройства.
Доступные технологии и материалы отличаются на разных ТУ. Ремесленник на ТУ 5 может работать с видимыми деталями из бронзы и стали, на ТУ 10 – с углеродными нанотрубками.",за снаряжение (с.345).,0
140,Грим/ТУ,Makeup,2,0,"ИН-4, Изменение внешности-2",,"Это умение использования театрального грима для изменения внешности артиста. Это не только способность улучшать внешность – вы также можете изменять возраст, расу или национальность. На ТУ6+ вы можете использовать протезы. Однако, изменить рост этим умением невозможно.",,0
141,Анализ рынка,Market Analysis,2,2,"ИН-6, Экономика-5, Торговое дело-4",,"Способность делать краткосрочные прогнозы изменения рыночной ситуации - обычно для заработка. Главный заработок профессиональных торговцев. Бросок умения нужен для определения текущих тенденций. На критическом успехе вы также узнаете краткий прогноз. При провале вы не получаете четкого ответа, при критическом провале ответ будет неверным.",за таланты (c.89) Счетовод и Математические способности.,0
142,Каменщик,Masonry,2,0,ИН-4,,Способность создавать предметы и постройки из кирпича и камня.,"за снаряжение (c.345),  -3 за простую инженерную задачу (требующую заметной доли творчества и разработки)",0
143,Математика/ТУ,Mathematics,2,2,"ИН-6, другие значения по умолчанию",,"Наука о числах и величинах, их атрибутах и связях, с использованием чисел и символов. В игре математик может, сделав бросок, ответить на вопрос, каклибо касающийся математики. Если задача касается легких вычислений, то Мастер может назначить модификатор за ее простоту (или сложность). Необходима специализация. Специальности зависят друг от друга с -5",,1
144,Механик/ТУ,Mechanic,2,1,"ИН-5, Инженерия (та же)-4, Слесарь-5",,"Это способность определить и исправить обычные механические проблемы. Успешный бросок поможет найти или исправить одну проблемную точку.
Требуется специализация. Специализации механики между собой относятся с -4, хотя Мастер может модифицировать это значение за особенно близкое или дальнее родство. Системы, включаемые в каждую специализацию, различаются с каждым ТУ. Например, Механика (легкие самолеты) включают одномоторные бипланы на раннем ТУ 6, частные реактивные самолеты на ТУ 7, и так далее.
Знакомство очень важно. Так, механика/ТУ 7 (легкие самолеты) включает как пропеллерные самолеты-амфибии, таки и частные реактивные самолеты, но вы получаете штрафы по -2 за незнакомый тип (пропеллерный и реактивный самолет), -2 за незнакомое применение (морской и обычный самолет), и так далее.  ","-2 за незнакомый предмет в пределах вашей специализации (Баржи, если вы привыкли использовать линкоры) или незнакомое применение (двигатель моторной лодки, если вы раньше чинили только автомобильные). Также действуют модификаторы за наличие снаряжения (с.345)",1
145,Медитация,Meditation,6,2,"Воля-6, Самогипноз-4",,"Это умение успокаивания эмоций, контроля мыслей и расслабления тела. Для использования, вы должны концентрироваться в течение (20-умение) секунд (минимум 1 секунду), и затем сделать бросок умения. При успешном броске вы входите в трансоподобное состояние, которое можете поддерживать часами.
Медитативный транс необходим для некоторых ритуалов, и является обычной подготовкой к молитве. Кроме того, Мастер может позволить вам медитировать на определенную моральную проблему; при успешном броске Мастер «просветлит» вас, дав подсказку о верном выборе.",,0
146,Контактное оружие,Melee Weapon,1,4,различный,,"Это не одно умение, а целый комплекс – по одному на каждый класс родственного оружия. умения владения Контактным оружием основаны на ЛВ, и по умолчанию относится к ней как ЛВ-4, если умение легкое, ЛВ-5, если среднее, и ЛВ-6, если трудное. Также имеются и другие значения по умолчанию – от других умений, и они указаны в описании конкретных умений. Бросок умения делается для попадания по оппоненту в бою. Также эти умения используются для парирования как (умение/2)+3, округляется вниз. умения владения контактным оружием разделены на несколько более широких категорий, в зависимости от общей функции и баланса оружия. Когда правила ссылаются на одну из этих категорий, они относятся ко всем видам оружия, попадающим в эту категорию, и ко всем умениям обращения с ними. Например, «фехтовальное оружие» означает «все оружие, используемое с любым из умений Дага, Рапира, Сабля или Малый меч».
Фехтовальное оружие Это легкое, одноручное оружие, обычно клинковое, идеально сбалансированное для парирования. Будучи вооруженным фехтовальным оружием, вы получаете улучшенную премию за отступление при парировании (с.377). Вы также получаете половинный штраф за повторные попытки парирования одной и той же рукой в течение одного хода (см. Парирование, с.376).
Обратите внимание, что все фехтовальное оружие легкое, и часто ломается при парировании тяжелого оружия. Им вообще нельзя парировать цепы! Для нормального боя этим оружием вы должны быть достаточно подвижны – на все броски атаки и парирования вы получаете штраф, равный уровню нагрузки. умения в пределах этой категории относятся друг к другу с -3. Они также могут относится к умениям Мечей, как указано ниже. Цепы Цеп – любое гибкое, несбалансированное оружие, масса которого сконцентрирована в ударной части. Такое оружие не может парировать, если вы им уже атаковали в этот ход. Поскольку цеп стремится обвиться вокруг вражеского оружия или щита, попытки его блокировать делаются -2, а парировать – с -4. Ножами и фехтовальным оружием парировать цеп вообще невозможно. Невооруженный боец парирует цепы с дополнительным штрафом -4 за безоружное парирование. умения в этой категории по умолчанию относятся друг к другу с -3. Тупое оружие Любое несбалансированное оружие с тяжелым бьющим наконечником. Такое оружие не может парировать, если вы им уже атаковали в этот ход. умения в этой категории относятся друг к другу с -3. Древковое оружие Это оружие с длинным, чаще всего деревянным, древком, обычно с ударным наконечником. Все оружие этого вида требует двух рук. Мечи Жесткое лезвие с рукоятью, имеющее колющее острие, режущую кромку или и то и другое. Все мечи отлично сбалансированы, и могут атаковать и парировать в один ход, не становясь неготовыми. Кнуты Кнут – гибкое оружие, сделанное из отрезка цепи, кожи или шнура, и т.д. Кнут может иметь длину до 7 ярдов, но может бить только на максимальную дистанцию – кнутом длиной два ярда нельзя ударить на один ярд или вплотную; а также кнут долго готовится после атаки. Кнут захлестывается вокруг цели, что делает его превосходным обезоруживающим и опутывающим инструментом. Однако, недостаточная твердость затрудняет парирование кнутом: см. Особые правила по контактному оружию, с.404. умения в этой категории относятся друг к другу с -3. Прочее оружие Некоторые варианты оружия трудно классифицировать.",,0
147,Ментальная сила,Mental Strength,5,0,нет,"Мастер оружия или Ученик Мастера. С разрешения Мастера, маги и псионики также могут изучать это умение.","Вы можете сознательно фокусировать свой разум, сопротивляясь ментальным атакам. Это умение может заменить бросок Воли в целях сопротивления ментальному воздействию. Не заменяет большинства обычных бросков Воли. Не работает, если вы оглушены, спите или потеряли сознание – для этого есть преимущество Ментальный щит (c.70).",,0
148,Торговое дело,Merchant,2,1,"ИН-5, Финансы-6, Анализ Рынка -4",,"Это способность выступать в роли торговца, покупая и продавая товары. Сюда входит умение преподнести товар, практические знания о торговле и психология. Торговец может выбрать необязательную специализацию в определенном виде товаров (c.169). При успешном броске умения Торговец может помимо прочего: судить о цене любого распространенного товара в своем обществе; найти, где выгодно продаются или покупаются товары; выяснить справедливую рыночную стоимость любого товара и т.д. Когда двое торгуются, то Мастер может быстро рассудить их, проведя Состязание умений. Победитель добавляет или вычитает 10% из справедливой цены товара, в зависимости от того, пытался ли он его купить или продать.
Персонаж, обладающий этим умением на любом уровне, получает +1 к броскам на реакцию при покупке или продаже чего-либо. Персонаж, располагающий данным умением на уровне эксперта – 20 или выше – получает +2."," -3 за Доверчивость (c.137), -3 за Нечувствительность (с.142), -1..-4 за Застенчивость (c.154). Если товар нелегален, то Торговец получает штраф –3, если у него нет Знания улиц 12+ либо специализации в подобных товарах. В незнакомой местности торговец будет получать штраф (от -2, по решению Мастера), пока не освоится с местными обычаями и ценами. Также применяются модификаторы за знакомство с культурой (с.23). Последние два вида штрафов складываются, и часто встречаются вместе.",0
